,sepal length,sepal width,petal length,petal width,type
0,5.1,3.1000000000000005,1.4,0.2,Iris-setosa
1,4.9,3.0,1.4,0.2,Iris-setosa
2,5.700000000000001,3.2,1.3,1.18,Iris-setosa
3,5.0,3.6,1.4,0.2,Iris-setosa
4,5.4,3.9,1.7,0.4,Iris-setosa
5,4.4,3.1000000000000005,4.05,0.2,Iris-setosa
6,4.9,3.1,1.5,0.1,Iris-setosa
7,5.4,3.1000000000000005,1.5,1.18,Iris-setosa
8,4.8,3.1000000000000005,1.4,0.1,Iris-setosa
9,5.700000000000001,3.1000000000000005,4.12,1.1999999999999997,Iris-virginica
10,5.700000000000001,3.9099999999999993,1.3000000000000003,0.2,Iris-setosa
11,5.7,4.4,4.12,1.22,Iris-virginica
12,5.4,3.9,1.3,0.4,Iris-setosa
13,5.1,3.5,1.4,0.3,Iris-setosa
14,5.7,3.8,1.7,0.3,Iris-setosa
15,5.1,3.8,1.5,0.3,Iris-setosa
16,5.700000000000001,3.4,1.7,0.2,Iris-virginica
17,5.1,3.7,4.05,0.4,Iris-setosa
18,5.1,3.3,4.05,0.5,Iris-setosa
19,4.8,3.4,1.9,0.2,Iris-setosa
20,5.700000000000001,3.4,1.6,1.18,Iris-setosa
21,5.2,3.1000000000000005,1.5,0.2,Iris-setosa
22,5.2,3.4,4.05,0.2,Iris-setosa
23,4.7,3.2,1.6,0.2,Iris-setosa
24,4.8,3.1000000000000005,1.6,0.2,Iris-setosa
25,5.79,4.1,1.5,1.1999999999999997,Iris-virginica
26,4.9,3.1,4.05,0.1,Iris-setosa
27,5.0,3.2,1.2,1.18,Iris-setosa
28,5.5,3.5,1.3,0.2,Iris-virginica
29,4.9,3.1,1.5,0.1,Iris-setosa
30,4.4,3.1000000000000005,4.05,0.2,Iris-setosa
31,5.700000000000001,3.5,4.05,0.3,Iris-setosa
32,5.700000000000001,3.1000000000000005,4.12,1.1999999999999997,Iris-virginica
33,4.4,3.2,4.05,0.2,Iris-setosa
34,4.8,3.0,4.05,0.3,Iris-setosa
35,5.1,3.8,1.6,1.18,Iris-setosa
36,5.700000000000001,3.7,1.5,0.2,Iris-virginica
37,5.0,3.3,1.4,0.2,Iris-setosa
38,7.0,3.2,4.7,1.22,Iris-versicolor
39,6.9,3.1,4.9,1.5,Iris-versicolor
40,6.5,2.8,4.6,1.5,Iris-versicolor
41,5.7,2.8,4.5,1.22,Iris-versicolor
42,5.779999999999999,3.3,4.7,1.6,Iris-versicolor
43,5.779999999999999,2.4,3.3,1.0,Iris-versicolor
44,5.779999999999999,2.0,3.8299999999999996,1.0,Iris-versicolor
45,6.0,2.2,4.0,1.0,Iris-versicolor
46,5.76,2.9,4.7,1.4,Iris-virginica
47,5.6,2.9,3.6,1.18,Iris-versicolor
48,6.7,3.1,4.4,1.4,Iris-versicolor
49,5.6,3.0,4.5,1.5,Iris-versicolor
50,5.8,2.7,4.1,1.0,Iris-virginica
51,5.8,2.2,4.5,1.5,Iris-versicolor
52,5.6,2.5,3.9,1.1,Iris-versicolor
53,5.700000000000001,3.2,4.8,1.22,Iris-versicolor
54,6.1,2.8,4.0,1.3,Iris-virginica
55,6.3,3.1000000000000005,4.04,1.5,Iris-versicolor
56,6.1,2.8,4.05,1.2,Iris-virginica
57,6.6,3.0,4.05,1.4,Iris-virginica
58,6.8,2.8,4.8,1.22,Iris-versicolor
59,5.79,2.9,4.5,1.5,Iris-versicolor
60,5.5,2.4,3.91,1.1,Iris-versicolor
61,5.5,2.4,3.7,1.0,Iris-versicolor
62,5.779999999999999,2.7,3.9,1.18,Iris-versicolor
63,5.779999999999999,2.7,5.1,1.22,Iris-virginica
64,5.4,3.0,4.5,1.5,Iris-virginica
65,6.0,3.1000000000000005,4.5,1.6,Iris-versicolor
66,6.7,3.1,4.04,1.5,Iris-versicolor
67,6.3,2.3,3.84,1.0999999999999999,Iris-versicolor
68,5.6,3.1000000000000005,4.1,1.3,Iris-versicolor
69,5.5,2.5,4.0,1.3,Iris-versicolor
70,6.1,3.1000000000000005,4.6,1.4,Iris-virginica
71,5.6,2.7,4.03,1.3,Iris-versicolor
72,5.7,2.9,4.2,1.3,Iris-virginica
73,5.779999999999999,2.5,3.0,1.1,Iris-versicolor
74,5.7,3.1000000000000005,4.05,1.3,Iris-versicolor
75,6.29,3.3,5.959999999999999,2.3899999999999997,Iris-virginica
76,5.8,2.7,5.1,1.9,Iris-virginica
77,5.79,3.0,5.8,2.2,Iris-virginica
78,7.6,3.0,4.05,2.1,Iris-virginica
79,5.81,2.5,5.8,1.8,Iris-virginica
80,7.2,3.1000000000000005,3.9199999999999995,2.5,Iris-virginica
81,6.5,3.2,5.1,2.0,Iris-virginica
82,6.4,2.7,5.3,1.9,Iris-virginica
83,6.8,3.1000000000000005,5.5,2.1,Iris-virginica
84,5.8,2.8,5.1,2.4,Iris-virginica
85,5.79,3.2,5.3,2.3,Iris-virginica
86,6.5,3.0,5.5,1.22,Iris-virginica
87,7.7,3.1000000000000005,6.7,2.2,Iris-virginica
88,6.9,3.2,5.7,2.3,Iris-virginica
89,5.8,2.8,4.9,2.0,Iris-virginica
90,5.81,2.7,4.9,1.8,Iris-virginica
91,6.7,3.3,5.7,2.1,Iris-virginica
92,7.2,3.2,6.0,1.8,Iris-virginica
93,6.2,2.8,4.8,1.8,Iris-virginica
94,6.1,3.0,4.9,1.8,Iris-virginica
